result,spieler,matchesplayed,minutesplayed,team,land,q,gebdat,pos,laenderspiele,laenderspieltore,quelle,tore,assists,attemptsontarget,attemptsofftarget,attemptsblocked,foulscommited,foulssuffered,yellowcards,passes,passescomplete
413,Oscar Hiljemark,1,9,Sweden,Schweden,q,33783,Mittelfeld,9,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020212/index.html,,,0,0,0,,,,5,2
414,Luis Cavanda,1,9,Belgium,Belgien,q,33240,Verteidigung,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011982/index.html,,,0,0,0,,,,6,6
415,Artem Gromov,1,9,Ukraine,Ukraine,q,32887,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008025/index.html,,,0,0,0,,,,1,1
416,Václav Kadlec,1,9,Czech Republic,Tschechien,q,33744,Angriff,11,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907137/index.html,,,0,1,0,,,,2,2
418,Erik Sviatchenko,1,10,Denmark,Dänemark,nq,33515,Verteidigung,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250017867/index.html,,,0,0,0,,,,8,7
419,Roi Kehat,1,10,Israel,Israel,nq,33736,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250033011/index.html,,,0,0,0,,,,14,14
421,Mario Vrancic,1,11,Bosnia and Herzegovina,Bosnien,nq,32651,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=104087/index.html,,,1,0,0,,,,8,7
425,Valentino Lazaro,2,11,Austria,Österreich,q,35148,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250052757/index.html,,,0,0,0,,,,9,7
426,Adama Diomande,1,11,Norway,Norwegen,nq,32918,Angriff,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250049885/index.html,,,2,1,0,,,,1,0
427,Artem Simonyan,2,11,Armenia,Armenien,nq,34750,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041586/index.html,,,0,1,0,,,,5,5
428,Colin Kazım Richards,1,11,Turkey,Türkei,q,31650,Angriff,37,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902641/index.html,,,0,0,0,,,,9,7
429,Petar Škuletić,3,11,Serbia,Serbien,nq,33053,Angriff,6,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=109043/index.html,,,1,0,0,,,,1,0
431,Mohammed Abdellaoue,1,11,Norway,Norwegen,nq,31343,Angriff,33,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=73938/index.html,,,1,0,0,,,,4,4
433,Vladimir Ambros,1,11,Moldova,Moldawien,nq,34333,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250090904/index.html,,,0,0,0,,,,1,1
434,Jeremy Lopez,1,11,Gibraltar,Gibraltar,nq,35167,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250076446/index.html,,,0,0,0,,,,2,2
435,Alexander Kacaniklic,1,11,Sweden,Schweden,q,33463,Mittelfeld,18,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908321/index.html,,,0,1,0,,,,6,4
437,Liam Boyce,1,12,Northern Ireland,Nordirland,q,33336,Angriff,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013372/index.html,,,0,0,0,,,,3,3
438,Ofir Davidzada,1,12,Israel,Israel,nq,33363,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250056149/index.html,,,0,0,0,,,,4,3
439,Filip Starzyński,1,12,Poland,Polen,q,33385,Mittelfeld,3,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250051033/index.html,,,0,0,0,,,,14,13
440,Ben Reeves,1,12,Northern Ireland,Nordirland,q,33561,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250037943/index.html,,,0,0,0,,,,,
441,Harmeet Singh,1,12,Norway,Norwegen,nq,33189,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=105636/index.html,,,0,0,0,,,,13,13
442,Mathias Sele,1,13,Liechtenstein,Liechtenstein,nq,33752,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=106434/index.html,,,0,0,0,,,,2,1
443,Ondřej Vaněk,1,13,Czech Republic,Tschechien,q,33059,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250026247/index.html,,,0,0,0,,,,9,8
445,Andreas Christensen,1,13,Denmark,Dänemark,nq,35165,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041718/index.html,,,0,0,0,,,,2,2
446,Ivan Obradović,1,13,Serbia,Serbien,nq,32349,Verteidigung,22,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902554/index.html,,,0,0,0,,,,6,6
447,Ilya Aleksievich,1,13,Belarus,Belarus,nq,33279,Mittelfeld,9,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012884/index.html,,,0,0,0,,,,6,5
450,Kostas Katsouranis,1,13,Greece,Griechenland,nq,29027,Mittelfeld,116,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=39217/index.html,,,1,0,0,,,,14,10
451,Munir El Haddadi,1,13,Spain,Spanien,q,34943,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250063866/index.html,,,0,0,1,,,,6,6
452,Vladimer Dvalishvili,1,14,Georgia,Georgien,nq,31522,Angriff,33,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=67922/index.html,,,0,0,0,,,,3,3
453,Ári Jonsson,1,14,Faroe Islands,Faroe Islands,nq,34537,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013231/index.html,,,0,0,0,,,,3,2
454,Mate Tsintsadze,1,14,Georgia,Georgien,nq,34706,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041128/index.html,,,0,0,0,,,,16,14
455,Petar Stojanovič,1,14,Slovenia,Slowenien,nq,34979,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250050098/index.html,,,1,0,0,,,,15,13
456,Vidar Orn Kjartansson,3,14,Iceland,Island,q,32943,Angriff,9,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=107791/index.html,,,0,0,0,,,,2,2
457,Emre Taşdemir,1,15,Turkey,Türkei,q,34919,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042579/index.html,,,0,1,0,,,,7,5
458,Angelo Ogbonna,1,15,Italy,Italien,q,32286,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013734/index.html,,,0,0,0,,,,37,37
460,Finnur Justinussen,1,15,Faroe Islands,Faroe Islands,nq,32597,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011794/index.html,,,0,0,0,,,,2,2
461,Gelson Fernandes,1,15,Switzerland,Schweiz,q,31657,Mittelfeld,56,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=94100/index.html,,,0,0,0,,,,27,27
462,Dejan Blazevski,1,15,FYR Macedonia,Mazedonien,nq,31387,Mittelfeld,4,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250002048/index.html,,,0,0,0,,,,3,2
464,Alexandru Suvorov,1,15,Moldova,Moldawien,nq,31810,Angriff,51,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=68339/index.html,,,0,1,0,,,,14,10
465,Georgi Schennikov,1,15,Russia,Russland,q,33355,Verteidigung,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906987/index.html,,,0,1,0,,,,9,8
466,Ólafur Skúlason,3,15,Iceland,Island,q,30407,Mittelfeld,26,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=52955/index.html,,,0,0,0,,,,21,16
467,Morten Gamst Pedersen,1,15,Norway,Norwegen,nq,29837,Mittelfeld,83,17,http://www.uefa.com/uefaeuro/season=2016/teams/player=52028/index.html,,,0,0,0,,,,4,4
468,Tim Väyrynen,1,16,Finland,Finnland,nq,34058,Angriff,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004394/index.html,,,0,0,0,,,,4,3
471,Nikos Englezou,1,16,Cyprus,Zypern,nq,34161,Verteidigung,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014084/index.html,,,0,1,0,,,,6,6
475,Valeri Bozhinov,1,17,Bulgaria,Bulgarien,nq,31458,Angriff,43,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=62970/index.html,,,0,0,0,,,,3,2
476,Dmitri Torbinski,1,18,Russia,Russland,q,30800,Mittelfeld,30,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=68860/index.html,,,0,0,0,,,,5,5
477,Justin Grioli,1,18,Malta,Malta,nq,32040,Verteidigung,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=73305/index.html,,,0,0,0,,,,1,0
479,Clifford Baldacchino,1,18,Malta,Malta,nq,32182,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103578/index.html,,,0,0,0,,,,3,3
481,Tranquillo Barnetta,1,19,Switzerland,Schweiz,q,31189,Mittelfeld,75,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=63107/index.html,,,0,0,0,,,,15,14
482,Lorenzo Buscarini,2,19,San Marino,San Marino,nq,33385,Mittelfeld,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906680/index.html,,,0,0,0,,,,4,3
484,Valon Berisha,3,19,Norway,Norwegen,nq,34007,Mittelfeld,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014313/index.html,,,0,0,0,,,,18,16
486,Giorgi Merebashvili,1,19,Georgia,Georgien,nq,31639,Mittelfeld,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=100250/index.html,,,0,0,0,,,,6,5
487,István Kovács,1,20,Hungary,Ungarn,q,33690,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004226/index.html,,,0,0,0,,,,12,10
490,Erik Sabo,2,20,Slovakia,Slowakei,q,33564,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250029756/index.html,,,0,0,0,,,,4,4
492,Hamdi Salihi,1,21,Albania,Albanien,q,30700,Angriff,50,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=66662/index.html,,,1,0,0,,,,5,3
493,José Callejón,1,21,Spain,Spanien,q,31819,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905868/index.html,,,0,0,0,,,,16,15
496,Maicol Berretti,1,22,San Marino,San Marino,nq,32629,Mittelfeld,24,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97240/index.html,,,0,0,0,,,,1,1
498,Taxiarchis Fountas,2,22,Greece,Griechenland,nq,34946,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041536/index.html,,,0,1,0,,,,16,10
499,Veaceslav Posmac,1,22,Moldova,Moldawien,nq,33184,Verteidigung,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250050486/index.html,,,0,0,0,,,,6,5
500,Namik Alaskarov,1,22,Azerbaijan,Azerbaijan,nq,34733,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024847/index.html,,,0,0,0,,,,8,6
501,Gert Kams,1,23,Estonia,Estland,nq,31192,Verteidigung,42,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=104188/index.html,,,1,0,0,,,,4,3
502,Jordan Rhodes,1,23,Scotland,Schottland,nq,32909,Angriff,13,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902182/index.html,,,2,1,0,,,,,
505,Michael Yome,3,23,Gibraltar,Gibraltar,nq,34575,Angriff,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250083480/index.html,,,0,0,0,,,,5,5
508,Matěj Vydra,2,24,Czech Republic,Tschechien,q,33725,Angriff,17,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909688/index.html,,,0,0,0,,,,4,3
509,Muhammet Demir,1,24,Turkey,Türkei,q,33613,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909890/index.html,,,0,0,0,,,,4,4
513,Piotr Zieliński,1,24,Poland,Polen,q,34474,Mittelfeld,15,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024370/index.html,,,0,0,2,,,,10,9
514,Mustafa Pektemek,1,25,Turkey,Türkei,q,32366,Angriff,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902602/index.html,,,0,0,0,,,,7,6
517,Adam Tzanetopoulos,1,26,Greece,Griechenland,nq,34740,Verteidigung,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250088644/index.html,,,0,0,0,,,,13,13
518,Matteo Coppini,1,26,San Marino,San Marino,nq,32633,Mittelfeld,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008925/index.html,,,0,0,0,,,,7,5
519,Valdemar Borovskij,1,26,Lithuania,Litauen,nq,30804,Verteidigung,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001903/index.html,,,0,0,0,,,,2,1
520,Kevin Doyle,1,27,Republic of Ireland,Irland,q,30577,Angriff,61,14,http://www.uefa.com/uefaeuro/season=2016/teams/player=93932/index.html,,,0,1,0,,,,8,6
521,Edward Herrera,1,27,Malta,Malta,nq,31730,Angriff,19,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=97996/index.html,,,0,0,0,,,,3,2
522,Artis Lazdiņš,1,27,Latvia,Lettland,nq,31535,Mittelfeld,25,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=98105/index.html,,,0,0,0,,,,9,9
523,Antonio Luisi,1,27,Luxembourg,Luxemburg,nq,34614,Angriff,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012643/index.html,,,0,0,0,,,,3,1
524,Sammy Clingan,1,27,Northern Ireland,Nordirland,q,30694,Mittelfeld,39,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=57042/index.html,,,0,0,0,,,,12,12
525,Johnny Russell,1,27,Scotland,Schottland,nq,32971,Angriff,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907841/index.html,,,2,1,0,,,,15,12
527,Lorenzo De Silvestri,1,27,Italy,Italien,q,32286,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=73055/index.html,,,0,0,0,,,,6,6
528,David Targamadze,1,27,Georgia,Georgien,nq,32742,Mittelfeld,20,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902577/index.html,,,1,0,0,,,,8,7
529,Gabriel Enache,2,28,Romania,Rumänien,q,33103,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040645/index.html,,,0,0,0,,,,5,5
530,Simonas Stankevičius,2,28,Lithuania,Litauen,nq,34975,Angriff,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250023125/index.html,,,0,0,0,,,,8,7
531,Dmitri Poloz,1,28,Russia,Russland,q,33431,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906999/index.html,,,0,0,0,,,,3,2
533,Arnbjørn Hansen,2,29,Faroe Islands,Faroe Islands,nq,31470,Angriff,17,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=97666/index.html,,,0,0,0,,,,2,0
536,Gojko Cimirot,1,29,Bosnia and Herzegovina,Bosnien,nq,33957,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250026636/index.html,,,0,1,0,,,,12,11
537,Morten Rasmussen,1,30,Denmark,Dänemark,nq,31078,Angriff,15,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=64305/index.html,,,0,0,0,,,,2,2
538,Artak Dashyan,2,30,Armenia,Armenien,nq,32832,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907930/index.html,,,0,0,1,,,,3,1
539,Abzal Beysebekov,2,30,Kazakhstan,Kasachstan,nq,33938,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006908/index.html,,,0,0,0,,,,5,2
542,Danny Ings,1,31,England,England,q,33808,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250066328/index.html,,,1,0,0,,,,14,11
543,Artim Polozani,1,31,FYR Macedonia,Mazedonien,nq,30127,Mittelfeld,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=65411/index.html,,,0,0,0,,,,11,9
544,Bachana Tskhadadze,2,31,Georgia,Georgien,nq,32073,Angriff,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=105211/index.html,,,0,0,0,,,,11,9
545,Marcos Marquinhos,1,32,Bulgaria,Bulgarien,nq,30071,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250028662/index.html,,,0,2,1,,,,10,8
548,Gyula Forró,1,33,Hungary,Ungarn,q,32300,Verteidigung,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250049964/index.html,,,0,0,0,,,,8,8
551,James Bosio,2,34,Gibraltar,Gibraltar,nq,33505,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250078841/index.html,,,0,0,0,,,,6,4
552,Ricardo Horta,1,34,Portugal,Portugal,q,34592,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250062142/index.html,,,0,2,0,,,,11,11
553,Nika Dzalamidze,2,34,Georgia,Georgien,nq,33609,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906397/index.html,,,0,0,0,,,,17,14
555,Kevin Volland,2,35,Germany,Deutschland,q,33815,Angriff,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250023705/index.html,,,0,0,0,,,,12,12
556,Levan Kenia,2,36,Georgia,Georgien,nq,33164,Mittelfeld,29,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=108445/index.html,,,0,0,0,,,,12,11
559,Vytautas Černiauskas,1,37,Lithuania,Litauen,nq,32579,Torwart,4,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=102452/index.html,,,0,0,0,,,,7,7
560,Maxim Antoniuc,2,37,Moldova,Moldawien,nq,33253,Verteidigung,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008154/index.html,,,0,2,0,,,,4,4
562,Anatoli Cheptine,1,37,Moldova,Moldawien,nq,33013,Mittelfeld,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103835/index.html,,,1,0,0,,,,7,6
563,Joël Veltman,1,39,Netherlands,Niederlande,nq,33618,Verteidigung,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007223/index.html,,,0,0,0,,,,29,28
564,Luke McCullough,2,39,Northern Ireland,Nordirland,q,34380,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013365/index.html,,,0,0,0,,,,13,12
565,Tugrul Erat,2,39,Azerbaijan,Azerbaijan,nq,33772,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064662/index.html,,,0,0,0,,,,13,8
566,Andrew Cohen,4,40,Malta,Malta,nq,29719,Angriff,66,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=59842/index.html,,,0,0,0,,,,12,10
567,Tarlan Guliyev,2,40,Azerbaijan,Azerbaijan,nq,33713,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004202/index.html,,,0,0,0,,,,13,13
571,Roin Kvaskhvadze,1,44,Georgia,Georgien,nq,32659,Torwart,4,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=103460/index.html,,,0,0,0,,,,3,3
573,Luís Neto,1,44,Portugal,Portugal,q,32289,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250034990/index.html,,,0,0,0,,,,12,11
575,Nikica Jelavić,1,44,Croatia,Kroatien,q,31286,Angriff,36,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=74875/index.html,,,1,1,0,,,,17,15
579,Ivan Cavaleiro,1,45,Portugal,Portugal,q,34260,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250016651/index.html,,,0,0,0,,,,15,14
580,Fanis Gekas,1,45,Greece,Griechenland,nq,29364,Angriff,78,24,http://www.uefa.com/uefaeuro/season=2016/teams/player=98603/index.html,,,0,0,0,,,,2,2
583,Marios Stylianou,1,45,Cyprus,Zypern,nq,34235,Verteidigung,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250058232/index.html,,,0,0,0,,,,9,7
584,Aleksei Miranchuk,1,45,Russia,Russland,q,34989,Mittelfeld,2,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250083244/index.html,,,1,0,0,,,,10,9
585,Tom Lawrence,1,45,Wales,Wales,q,34347,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250022309/index.html,,,1,0,0,,,,22,18
586,İlkin Qırtımov,1,45,Azerbaijan,Azerbaijan,nq,33181,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250045954/index.html,,,0,0,0,,,,7,5
589,Robin Lod,1,46,Finland,Finnland,nq,34076,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250043060/index.html,,,0,0,0,,,,27,24
592,Pione Sisto,1,46,Denmark,Dänemark,nq,34734,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250082769/index.html,,,1,0,0,,,,16,9
593,Ádám Bódi,1,46,Hungary,Ungarn,q,33164,Mittelfeld,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250010492/index.html,,,2,0,0,,,,18,15
599,Aco Stojkov,2,50,FYR Macedonia,Mazedonien,nq,30435,Angriff,42,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=48641/index.html,,,0,0,0,,,,10,6
603,Viktor Fischer,1,54,Denmark,Dänemark,nq,34494,Angriff,10,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012632/index.html,,,0,0,0,,,,9,8
606,Lasse Schöne,1,56,Denmark,Dänemark,nq,31559,Angriff,26,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=70048/index.html,,,0,0,0,,,,20,17
609,Ádám Gyurcsó,1,58,Hungary,Ungarn,q,33303,Angriff,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250032152/index.html,,,0,0,0,,,,17,13
613,Georgios Kolokoudias,3,59,Cyprus,Zypern,nq,32631,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=102417/index.html,,,2,1,0,,,,14,11
621,Magomed Kurbanov,2,64,Azerbaijan,Azerbaijan,nq,33705,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004210/index.html,,,0,0,0,,,,5,5
623,Stefan Spirovski,1,64,FYR Macedonia,Mazedonien,nq,33108,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=107976/index.html,,,0,0,0,,,,16,12
626,Róbert Vittek,1,66,Slovakia,Slowakei,q,30042,Angriff,82,23,http://www.uefa.com/uefaeuro/season=2016/teams/player=46990/index.html,,,0,0,0,,,,8,6
639,Giorgi Papava,1,70,Georgia,Georgien,nq,34016,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250043135/index.html,,,0,0,0,,,,14,13
640,Ruben Yttergård Jenssen,1,70,Norway,Norwegen,nq,32267,Mittelfeld,35,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250027212/index.html,,,0,0,0,,,,25,21
641,Magomed Ozdoev,2,71,Russia,Russland,q,33913,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250021669/index.html,,,0,1,0,,,,65,60
643,Rashad A. Sadygov,3,71,Azerbaijan,Azerbaijan,nq,30597,Mittelfeld,24,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=52222/index.html,,,0,0,1,,,,79,72
645,John Mintoff,1,72,Malta,Malta,nq,32378,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97281/index.html,,,0,0,0,,,,5,3
648,Stanislav Lunin,1,73,Kazakhstan,Kasachstan,nq,34091,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013951/index.html,,,0,0,0,,,,7,5
650,Ricardo Costa,1,73,Portugal,Portugal,q,29722,Verteidigung,22,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=34480/index.html,,,0,0,1,,,,42,42
651,Enis Bardi,2,73,FYR Macedonia,Mazedonien,nq,34882,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064634/index.html,,,0,0,0,,,,21,17
654,Barry Bannan,2,74,Scotland,Schottland,nq,32843,Mittelfeld,21,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250000643/index.html,,,1,1,1,,,,29,23
659,Ruslan Koryan,4,77,Armenia,Armenien,nq,32309,Angriff,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250082000/index.html,,,0,1,0,,,,12,10
664,Nikita Chernov,1,78,Russia,Russland,q,35078,Verteidigung,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250055119/index.html,,,0,0,0,,,,52,49
667,Alexandru Onica,1,79,Moldova,Moldawien,nq,30892,Mittelfeld,21,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68979/index.html,,,0,0,0,,,,34,27
670,Tim Krul,1,81,Netherlands,Niederlande,nq,32236,Torwart,8,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=97806/index.html,,,0,0,0,,,,35,24
673,Yuri Lodygin,2,82,Russia,Russland,q,33019,Torwart,7,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250062290/index.html,,,0,0,0,,,,24,17
688,Julian Draxler,2,89,Germany,Deutschland,q,34232,Mittelfeld,19,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250026763/index.html,,,1,1,0,,,,49,45
